rank,pair_uid,candidate_origins,new_outside_step4,seller_uid_left,seller_uid_right,source_market_raw_left,source_market_raw_right,alias_normalized_left,alias_normalized_right,source_cosine,frozen_source_score,unbounded_identity_logit_diagnostic,feature_bounded_identity_logit_diagnostic,identity_logit_correction,synthetic_scale_model_score,model_score_is_real_probability,synthetic_support_clipped,observable_state_hash,synthetic_train_development_support_status,synthetic_train_development_positive_support_count,synthetic_train_development_negative_support_count,synthetic_support_splits,synthetic_positive_support_repeated,synthetic_positive_support_in_both_splits,production_review_eligible,out_of_support_feature_count,out_of_support_feature_names,shared_token_count,shared_token_hashes,shared_identifier_types,strong_common_middle_count,weak_common_middle_count,step4_candidate_rule_hits,verified_direct_token_count_log1p,repeated_verified_token_count_log1p,bilateral_direct_item_count_log1p,shared_identifier_type_count_log1p,risky_token_count_log1p,support_token_count_log1p,high_frequency_token_count_log1p,risky_without_verified,support_without_verified,verified_x_risky,verified_x_support,shared_telegram_token_count_log1p,shared_email_token_count_log1p,shared_bat_token_count_log1p,shared_qq_token_count_log1p,shared_wechat_token_count_log1p,shared_phone_token_count_log1p,shared_crypto_wallet_token_count_log1p,shared_external_url_token_count_log1p,strong_rotation_path_count_log1p,corroborated_rotation_path_count_log1p,uncorroborated_rotation_path_count_log1p,weak_path_count_log1p,maximum_strong_middle_degree_log1p,rotation_telegram_edge_token_count_log1p,rotation_email_edge_token_count_log1p,rotation_bat_edge_token_count_log1p,rotation_qq_edge_token_count_log1p,rotation_wechat_edge_token_count_log1p,rotation_phone_edge_token_count_log1p,rotation_crypto_wallet_edge_token_count_log1p,verified_x_repeat,rotation_x_corroboration
935,market_item.xlsx|中文暗网交易市场|seller_raw:311574||market_item.xlsx|中文暗网交易市场|seller_raw:517966,existing_step4,0,market_item.xlsx|中文暗网交易市场|seller_raw:311574,market_item.xlsx|中文暗网交易市场|seller_raw:517966,中文暗网交易市场,中文暗网交易市场,311574,517966,0.918199328471,0.251649010361,0.000000000000,0.000000000000,0.000000000000,0.251649010361,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,shared_description_clone,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
936,market_item.xlsx|茶马古道|seller_raw:/shop/417293||market_item.xlsx|茶马古道|seller_raw:/shop/465066,existing_step4,0,market_item.xlsx|茶马古道|seller_raw:/shop/417293,market_item.xlsx|茶马古道|seller_raw:/shop/465066,茶马古道,茶马古道,/shop/417293,/shop/465066,0.918187411138,0.251596325719,0.000000000000,0.000000000000,0.000000000000,0.251596325719,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
937,market_item.xlsx|中文暗网交易市场|seller_raw:483075||market_item.xlsx|中文暗网交易市场|seller_raw:69209,existing_step4,0,market_item.xlsx|中文暗网交易市场|seller_raw:483075,market_item.xlsx|中文暗网交易市场|seller_raw:69209,中文暗网交易市场,中文暗网交易市场,483075,69209,0.918133054291,0.251356115585,0.000000000000,0.000000000000,0.000000000000,0.251356115585,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
938,market_item.xlsx|中文暗网交易市场|seller_raw:344175||market_item.xlsx|中文暗网交易市场|seller_raw:560483,existing_step4,0,market_item.xlsx|中文暗网交易市场|seller_raw:344175,market_item.xlsx|中文暗网交易市场|seller_raw:560483,中文暗网交易市场,中文暗网交易市场,344175,560483,0.918114961472,0.251276194812,0.000000000000,0.000000000000,0.000000000000,0.251276194812,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,shared_description_clone|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
939,market_item.xlsx|中文暗网交易市场|seller_raw:482639||market_item.xlsx|中文暗网交易市场|seller_raw:537467,existing_step4,0,market_item.xlsx|中文暗网交易市场|seller_raw:482639,market_item.xlsx|中文暗网交易市场|seller_raw:537467,中文暗网交易市场,中文暗网交易市场,482639,537467,0.918103798375,0.251226892883,0.000000000000,0.000000000000,0.000000000000,0.251226892883,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,shared_title_clone|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
940,market_item.xlsx|中文暗网交易市场|seller_raw:600103||market_item.xlsx|茶马古道|seller_raw:/shop/452965,existing_step4,0,market_item.xlsx|中文暗网交易市场|seller_raw:600103,market_item.xlsx|茶马古道|seller_raw:/shop/452965,中文暗网交易市场,茶马古道,600103,/shop/452965,0.918074706689,0.251098439357,0.000000000000,0.000000000000,0.000000000000,0.251098439357,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
941,market_item.xlsx|中文暗网交易市场|seller_raw:27792||market_item.xlsx|中文暗网交易市场|seller_raw:54564,existing_step4,0,market_item.xlsx|中文暗网交易市场|seller_raw:27792,market_item.xlsx|中文暗网交易市场|seller_raw:54564,中文暗网交易市场,中文暗网交易市场,27792,54564,0.918072126975,0.251087050813,0.000000000000,0.000000000000,0.000000000000,0.251087050813,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
942,market_item.xlsx|茶马古道|seller_raw:/shop/401189||market_item.xlsx|茶马古道|seller_raw:/shop/468121,existing_step4,0,market_item.xlsx|茶马古道|seller_raw:/shop/401189,market_item.xlsx|茶马古道|seller_raw:/shop/468121,茶马古道,茶马古道,/shop/401189,/shop/468121,0.918069753518,0.251076573122,0.000000000000,0.000000000000,0.000000000000,0.251076573122,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
943,market_item.xlsx|茶马古道|seller_raw:/shop/415550||market_item.xlsx|茶马古道|seller_raw:/shop/438114,existing_step4,0,market_item.xlsx|茶马古道|seller_raw:/shop/415550,market_item.xlsx|茶马古道|seller_raw:/shop/438114,茶马古道,茶马古道,/shop/415550,/shop/438114,0.918015245048,0.250836023994,0.000000000000,0.000000000000,0.000000000000,0.250836023994,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
944,market_item.xlsx|中文暗网交易市场|seller_raw:596057||market_item.xlsx|中文暗网交易市场|seller_raw:606388,existing_step4,0,market_item.xlsx|中文暗网交易市场|seller_raw:596057,market_item.xlsx|中文暗网交易市场|seller_raw:606388,中文暗网交易市场,中文暗网交易市场,596057,606388,0.917995485451,0.250748861580,0.000000000000,0.000000000000,0.000000000000,0.250748861580,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
945,market_item.xlsx|茶马古道|seller_raw:/shop/446950||market_item.xlsx|茶马古道|seller_raw:/shop/456224,existing_step4,0,market_item.xlsx|茶马古道|seller_raw:/shop/446950,market_item.xlsx|茶马古道|seller_raw:/shop/456224,茶马古道,茶马古道,/shop/446950,/shop/456224,0.917912624950,0.250383571532,0.000000000000,0.000000000000,0.000000000000,0.250383571532,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
946,market_item.xlsx|中文暗网交易市场|seller_raw:509681||market_item.xlsx|茶马古道|seller_raw:/shop/450521,existing_step4,0,market_item.xlsx|中文暗网交易市场|seller_raw:509681,market_item.xlsx|茶马古道|seller_raw:/shop/450521,中文暗网交易市场,茶马古道,509681,/shop/450521,0.917892146353,0.250293346394,0.000000000000,0.000000000000,0.000000000000,0.250293346394,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
947,market_item.xlsx|茶马古道|seller_raw:/shop/412325||market_item.xlsx|茶马古道|seller_raw:/shop/459998,existing_step4,0,market_item.xlsx|茶马古道|seller_raw:/shop/412325,market_item.xlsx|茶马古道|seller_raw:/shop/459998,茶马古道,茶马古道,/shop/412325,/shop/459998,0.917870279210,0.250197027473,0.000000000000,0.000000000000,0.000000000000,0.250197027473,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
948,market_item.xlsx|中文暗网交易市场|seller_raw:15503||market_item.xlsx|茶马古道|seller_raw:/shop/405939,existing_step4,0,market_item.xlsx|中文暗网交易市场|seller_raw:15503,market_item.xlsx|茶马古道|seller_raw:/shop/405939,中文暗网交易市场,茶马古道,15503,/shop/405939,0.917849870525,0.250107154954,0.000000000000,0.000000000000,0.000000000000,0.250107154954,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
949,market_item.xlsx|中文暗网交易市场|seller_raw:596616||market_item.xlsx|茶马古道|seller_raw:/shop/441156,existing_step4,0,market_item.xlsx|中文暗网交易市场|seller_raw:596616,market_item.xlsx|茶马古道|seller_raw:/shop/441156,中文暗网交易市场,茶马古道,596616,/shop/441156,0.917821323269,0.249981479194,0.000000000000,0.000000000000,0.000000000000,0.249981479194,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
950,market_item.xlsx|茶马古道|seller_raw:/shop/432297||market_item.xlsx|茶马古道|seller_raw:/shop/437551,existing_step4,0,market_item.xlsx|茶马古道|seller_raw:/shop/432297,market_item.xlsx|茶马古道|seller_raw:/shop/437551,茶马古道,茶马古道,/shop/432297,/shop/437551,0.917814505135,0.249951469438,0.000000000000,0.000000000000,0.000000000000,0.249951469438,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,shared_description_clone,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
951,market_item.xlsx|茶马古道|seller_raw:/shop/418181||market_item.xlsx|茶马古道|seller_raw:/shop/462026,existing_step4,0,market_item.xlsx|茶马古道|seller_raw:/shop/418181,market_item.xlsx|茶马古道|seller_raw:/shop/462026,茶马古道,茶马古道,/shop/418181,/shop/462026,0.917809431134,0.249929137969,0.000000000000,0.000000000000,0.000000000000,0.249929137969,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
952,market_item.xlsx|茶马古道|seller_raw:/shop/398356||market_item.xlsx|茶马古道|seller_raw:/shop/7157,existing_step4,0,market_item.xlsx|茶马古道|seller_raw:/shop/398356,market_item.xlsx|茶马古道|seller_raw:/shop/7157,茶马古道,茶马古道,/shop/398356,/shop/7157,0.917783084925,0.249813205604,0.000000000000,0.000000000000,0.000000000000,0.249813205604,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
953,market_item.xlsx|茶马古道|seller_raw:/shop/439477||market_item.xlsx|茶马古道|seller_raw:/shop/467907,existing_step4,0,market_item.xlsx|茶马古道|seller_raw:/shop/439477,market_item.xlsx|茶马古道|seller_raw:/shop/467907,茶马古道,茶马古道,/shop/439477,/shop/467907,0.917752899918,0.249680425302,0.000000000000,0.000000000000,0.000000000000,0.249680425302,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
954,market_item.xlsx|茶马古道|seller_raw:/shop/411599||market_item.xlsx|茶马古道|seller_raw:/shop/463524,existing_step4,0,market_item.xlsx|茶马古道|seller_raw:/shop/411599,market_item.xlsx|茶马古道|seller_raw:/shop/463524,茶马古道,茶马古道,/shop/411599,/shop/463524,0.917736025929,0.249606219132,0.000000000000,0.000000000000,0.000000000000,0.249606219132,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|shared_title_clone,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
955,market_item.xlsx|茶马古道|seller_raw:/shop/418024||market_item.xlsx|茶马古道|seller_raw:/shop/425930,existing_step4,0,market_item.xlsx|茶马古道|seller_raw:/shop/418024,market_item.xlsx|茶马古道|seller_raw:/shop/425930,茶马古道,茶马古道,/shop/418024,/shop/425930,0.917656689264,0.249257520283,0.000000000000,0.000000000000,0.000000000000,0.249257520283,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
956,market_item.xlsx|中文暗网交易市场|seller_raw:333923||market_item.xlsx|茶马古道|seller_raw:/shop/427388,existing_step4,0,market_item.xlsx|中文暗网交易市场|seller_raw:333923,market_item.xlsx|茶马古道|seller_raw:/shop/427388,中文暗网交易市场,茶马古道,333923,/shop/427388,0.917645951223,0.249210349680,0.000000000000,0.000000000000,0.000000000000,0.249210349680,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
957,market_item.xlsx|中文暗网交易市场|seller_raw:49779||market_item.xlsx|中文暗网交易市场|seller_raw:55966,existing_step4,0,market_item.xlsx|中文暗网交易市场|seller_raw:49779,market_item.xlsx|中文暗网交易市场|seller_raw:55966,中文暗网交易市场,中文暗网交易市场,49779,55966,0.917631453549,0.249146673034,0.000000000000,0.000000000000,0.000000000000,0.249146673034,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
958,market_item.xlsx|茶马古道|seller_raw:/shop/398130||market_item.xlsx|茶马古道|seller_raw:/shop/463004,existing_step4,0,market_item.xlsx|茶马古道|seller_raw:/shop/398130,market_item.xlsx|茶马古道|seller_raw:/shop/463004,茶马古道,茶马古道,/shop/398130,/shop/463004,0.917616684105,0.249081813905,0.000000000000,0.000000000000,0.000000000000,0.249081813905,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,shared_description_clone,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
959,market_item.xlsx|茶马古道|seller_raw:/shop/393415||market_item.xlsx|茶马古道|seller_raw:/shop/8223,existing_step4,0,market_item.xlsx|茶马古道|seller_raw:/shop/393415,market_item.xlsx|茶马古道|seller_raw:/shop/8223,茶马古道,茶马古道,/shop/393415,/shop/8223,0.917592858376,0.248977208424,0.000000000000,0.000000000000,0.000000000000,0.248977208424,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
