pair_uid,data_bucket,candidate_language,candidate_scope,review_stratum,core_transfer_eligible,seller_uid_left,seller_uid_right,source_market_raw_left,source_market_raw_right,same_market_raw_bool,same_source_dataset_bool,review_priority,review_status,review_label,profile_category_jaccard,has_shared_title_clone,has_shared_description_clone,has_shared_contact_exact,has_shared_pgp_fingerprint,shared_title_count_capped,shared_description_count_capped,shared_category_count_capped,shared_contact_count_capped,shared_pgp_fingerprint_count_capped,boilerplate_ratio_left,boilerplate_ratio_right,boilerplate_ratio_max,boilerplate_ratio_gap_abs,shared_title_idf_sum,shared_description_idf_sum,shared_title_idf_mean,shared_description_idf_mean,shared_boilerplate_count,shared_low_df_sentence_count,shared_rare_ngram_count,candidate_rule_count_raw,sparse_lexical_similarity_raw,structural_support_score_raw,left_market_profile_size,right_market_profile_size,item_count_percentile_gap_abs,price_median_percentile_gap_abs,title_length_median_percentile_gap_abs,description_length_median_percentile_gap_abs,digit_ratio_mean_percentile_gap_abs,punct_ratio_mean_percentile_gap_abs,repeated_title_share_percentile_gap_abs,repeated_description_share_percentile_gap_abs,max_category_share_percentile_gap_abs,uppercase_ratio_mean_percentile_gap_abs,item_count_raw_gap_abs,price_median_raw_gap_abs,title_length_median_raw_gap_abs,description_length_median_raw_gap_abs,digit_ratio_mean_raw_gap_abs,punct_ratio_mean_raw_gap_abs,repeated_title_share_raw_gap_abs,repeated_description_share_raw_gap_abs,max_category_share_raw_gap_abs,uppercase_ratio_mean_raw_gap_abs,embedding_cosine_gte_multilingual_base,embedding_cosine_bge_m3,embedding_cosine_multilingual_e5_large,embedding_cosine_labse,embedding_cosine_paraphrase_multilingual_mpnet,reranker_score_gte_multilingual_reranker_base,reranker_score_bge_reranker_v2_m3
products_data.csv|__unknown__|seller_id:540313||products_data.csv|__unknown__|seller_id:690240,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:540313,products_data.csv|__unknown__|seller_id:690240,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.181552,0.622472,673,673,0.172619,0.642857,0.11756,0.313988,0.040178,0.306548,0.0,0.0,0.0,0.022321,1.0,97.8,3.0,201.5,0.009599,0.052356,0.0,0.0,0.0,0.002267,0.97904,0.882787,0.930773,0.897432,0.833834,0.624094,0.450787
products_data.csv|__unknown__|seller_id:700071||products_data.csv|__unknown__|seller_id:754345,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:700071,products_data.csv|__unknown__|seller_id:754345,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.134295,0.762107,673,673,0.0,0.224702,0.455357,0.180059,0.196429,0.544642,0.0,0.0,0.0,0.180059,0.0,100.0,9.0,54.0,0.04887,0.073587,0.0,0.0,0.0,0.114023,0.982984,0.824043,0.906075,0.803962,0.785576,0.57406,0.734477
products_data.csv|__unknown__|seller_id:561431||products_data.csv|__unknown__|seller_id:632484,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:561431,products_data.csv|__unknown__|seller_id:632484,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.129338,0.776455,673,673,0.0,0.251488,0.157738,0.019345,0.096726,0.011905,0.0,0.0,0.0,0.00744,0.0,140.0,3.0,4.0,0.028948,0.008334,0.0,0.0,0.0,0.001082,0.992511,0.861629,0.921105,0.984302,0.910469,0.679741,0.597051
products_data.csv|__unknown__|seller_id:527307||products_data.csv|__unknown__|seller_id:540313,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:527307,products_data.csv|__unknown__|seller_id:540313,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.134175,0.760355,673,673,0.0,0.459822,0.297619,0.22619,0.123512,0.104167,0.0,0.0,0.0,0.367559,0.0,92.0,6.0,124.0,0.024793,0.023658,0.0,0.0,0.0,0.028708,0.963906,0.856195,0.919348,0.917729,0.833248,0.696076,0.474695
products_data.csv|__unknown__|seller_id:22687||products_data.csv|__unknown__|seller_id:744706,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:22687,products_data.csv|__unknown__|seller_id:744706,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.131591,0.766943,673,673,0.172619,0.002976,0.497024,0.099702,0.354166,0.6875,0.0,0.0,0.0,0.604166,1.0,2967.84,10.5,35.0,0.193175,0.135357,0.0,0.0,0.0,0.078464,0.972199,0.782314,0.912847,0.852758,0.697021,0.643194,0.028803
products_data.csv|__unknown__|seller_id:528952||products_data.csv|__unknown__|seller_id:534025,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:528952,products_data.csv|__unknown__|seller_id:534025,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.416667,0.25,0.416667,0.166667,0,0,0.0,0.0,0,0,0,2,0.16902,0.650477,673,673,0.172619,0.255952,0.174107,0.013392,0.019345,0.019346,0.0,0.0,0.0,0.020834,1.0,175.0,3.5,128.5,0.023097,0.022026,0.0,0.0,0.0,0.001062,0.994332,0.897312,0.944449,0.975381,0.987857,0.819206,0.098434
products_data.csv|__unknown__|seller_id:463568||products_data.csv|__unknown__|seller_id:494068,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:463568,products_data.csv|__unknown__|seller_id:494068,__unknown__,__unknown__,1,1,low,pending,,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.193896,0.574369,673,673,0.0,0.144345,0.098214,0.209821,0.046131,0.544643,0.0,0.0,0.0,0.0,0.0,4.0,5.0,84.0,0.009091,0.062626,0.0,0.0,0.0,0.0,0.967916,0.923649,0.943256,0.904289,0.780331,0.631378,0.15706
products_data.csv|__unknown__|seller_id:579292||products_data.csv|__unknown__|seller_id:645809,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:579292,products_data.csv|__unknown__|seller_id:645809,__unknown__,__unknown__,1,1,low,pending,,0.25,0,0,0,0,0,0,1,0,0,0.083333,0.0,0.083333,0.083333,0,0,0.0,0.0,0,0,0,2,0.198821,0.558604,673,673,0.046131,0.0625,0.10119,0.459822,0.165178,0.415179,0.0,0.0,0.982143,0.019345,2.0,5.0,4.0,1602.0,0.02129,0.10782,0.0,0.0,0.6,0.002057,0.976524,0.883104,0.943814,0.849968,0.869031,0.60065,0.079029
products_data.csv|__unknown__|seller_id:546774||products_data.csv|__unknown__|seller_id:64396,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:546774,products_data.csv|__unknown__|seller_id:64396,__unknown__,__unknown__,1,1,low,pending,,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.178642,0.618413,673,673,0.0,0.168155,0.373512,0.214286,0.421131,0.058036,0.0,0.0,0.0,0.28125,0.0,12.0,7.0,64.0,0.054545,0.008081,0.0,0.0,0.0,0.030067,0.971496,0.848887,0.894128,0.908627,0.704333,0.562323,0.057748
products_data.csv|__unknown__|seller_id:552360||products_data.csv|__unknown__|seller_id:613722,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:552360,products_data.csv|__unknown__|seller_id:613722,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.131217,0.760312,673,673,0.0,0.324405,0.534226,0.873512,0.238095,0.209822,0.0,0.0,0.0,0.151786,0.0,68.0,11.0,1044.0,0.101818,0.053273,0.0,0.0,0.0,0.018822,0.966185,0.818049,0.907064,0.79548,0.523345,0.594366,0.657364
products_data.csv|__unknown__|seller_id:522081||products_data.csv|__unknown__|seller_id:528952,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:522081,products_data.csv|__unknown__|seller_id:528952,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.416667,0.416667,0.166667,0,0,0.0,0.0,0,0,0,2,0.167769,0.650398,673,673,0.172619,0.255952,0.005952,0.011904,0.017857,0.022322,0.0,0.0,0.0,0.022322,1.0,175.0,0.5,123.5,0.022992,0.02274,0.0,0.0,0.0,0.00108,0.995191,0.911674,0.952435,0.979381,0.989615,0.886233,0.126523
products_data.csv|__unknown__|seller_id:455327||products_data.csv|__unknown__|seller_id:670468,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:455327,products_data.csv|__unknown__|seller_id:670468,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.123815,0.782058,673,673,0.0,0.395833,0.047619,0.074405,0.441964,0.008929,0.0,0.0,0.0,0.087798,0.0,20.5,1.0,25.0,0.057143,0.00119,0.0,0.0,0.0,0.045204,0.982117,0.79484,0.884609,0.930597,0.696444,0.650525,0.245767
products_data.csv|__unknown__|seller_id:566317||products_data.csv|__unknown__|seller_id:708128,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:566317,products_data.csv|__unknown__|seller_id:708128,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.131004,0.759464,673,673,0.172619,0.061012,0.407738,0.165178,0.014881,0.017857,0.0,0.0,0.0,0.114583,1.0,133.5,9.0,47.0,0.00421,0.002947,0.0,0.0,0.0,0.027128,0.961492,0.859805,0.90025,0.920246,0.720323,0.635115,0.040335
products_data.csv|__unknown__|seller_id:595084||products_data.csv|__unknown__|seller_id:64396,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:595084,products_data.csv|__unknown__|seller_id:64396,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.124876,0.777768,673,673,0.0,0.290178,0.373512,0.002976,0.0,0.217262,0.0,0.0,0.0,0.485119,0.0,11.0,7.0,2.0,0.0,0.041592,0.0,0.0,0.0,0.043956,0.98669,0.8716,0.911009,0.952804,0.745163,0.656833,0.0423
products_data.csv|__unknown__|seller_id:288459||products_data.csv|__unknown__|seller_id:561583,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:288459,products_data.csv|__unknown__|seller_id:561583,__unknown__,__unknown__,1,1,low,pending,,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.154821,0.685429,673,673,0.0,0.017857,0.016369,0.127976,0.190476,0.037202,0.0,0.0,0.0,0.40625,0.0,28.0,1.0,30.0,0.117151,0.005358,0.0,0.0,0.0,0.035088,0.973538,0.825383,0.885706,0.831729,0.743131,0.476045,0.021461
products_data.csv|__unknown__|seller_id:537613||products_data.csv|__unknown__|seller_id:562253,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:537613,products_data.csv|__unknown__|seller_id:562253,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.131155,0.756247,673,673,0.0,0.345238,0.260417,0.055059,0.013393,0.10119,0.0,0.0,0.0,0.063988,0.0,480.0,7.0,12.0,0.003271,0.020359,0.0,0.0,0.0,0.006391,0.993086,0.882059,0.921173,0.971207,0.865951,0.660751,0.230574
products_data.csv|__unknown__|seller_id:524273||products_data.csv|__unknown__|seller_id:754345,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:524273,products_data.csv|__unknown__|seller_id:754345,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.132497,0.751006,673,673,0.0,0.247024,0.494048,0.186012,0.232143,0.534226,0.0,0.0,0.0,0.180059,0.0,136.0,10.0,55.0,0.063351,0.070992,0.0,0.0,0.0,0.114023,0.981531,0.823393,0.910536,0.808986,0.819043,0.558944,0.588079
products_data.csv|__unknown__|seller_id:582222||products_data.csv|__unknown__|seller_id:645809,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:582222,products_data.csv|__unknown__|seller_id:645809,__unknown__,__unknown__,1,1,low,pending,,0.25,0,0,0,0,0,0,1,0,0,0.076923,0.0,0.076923,0.076923,0,0,0.0,0.0,0,0,0,2,0.193338,0.56568,673,673,0.046131,0.0625,0.0,0.263393,0.369047,0.017857,0.0,0.0,0.982143,0.206846,2.0,5.0,0.0,89.0,0.057809,0.00185,0.0,0.0,0.6,0.014901,0.98894,0.895019,0.946747,0.963492,0.917971,0.549642,0.188679
products_data.csv|__unknown__|seller_id:121518||products_data.csv|__unknown__|seller_id:19453,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:121518,products_data.csv|__unknown__|seller_id:19453,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.1797,0.603313,673,673,0.245536,0.147322,0.0625,0.837797,0.730655,0.412202,0.0,0.0,0.0,0.556547,2.0,4.4,1.0,571.0,0.129224,0.157721,0.0,0.0,0.0,0.061691,0.953922,0.820904,0.891224,0.781313,0.574919,0.530733,0.450696
products_data.csv|__unknown__|seller_id:613980||products_data.csv|__unknown__|seller_id:707276,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:613980,products_data.csv|__unknown__|seller_id:707276,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.129395,0.752759,673,673,0.0,0.325893,0.630952,0.186012,0.144345,0.299107,0.0,0.0,0.0,0.127976,0.0,300.0,13.0,54.0,0.032014,0.040342,0.0,0.0,0.0,0.030571,0.988518,0.859672,0.933687,0.941191,0.816655,0.753456,0.302987
products_data.csv|__unknown__|seller_id:587946||products_data.csv|__unknown__|seller_id:594661,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:587946,products_data.csv|__unknown__|seller_id:594661,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.138715,0.724734,673,673,0.0,0.538691,0.056548,0.430059,0.473214,0.745536,0.0,0.0,0.0,0.022322,0.0,95.0,1.0,607.0,0.168517,0.131566,0.0,0.0,0.0,0.002043,0.976179,0.759689,0.876309,0.749044,0.624976,0.609628,0.000629
products_data.csv|__unknown__|seller_id:493194||products_data.csv|__unknown__|seller_id:510154,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:493194,products_data.csv|__unknown__|seller_id:510154,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.13047,0.748881,673,673,0.0,0.220238,0.019345,0.074404,0.184523,0.081845,0.0,0.0,0.0,0.011904,0.0,9900.0,1.0,142.0,0.019859,0.008037,0.0,0.0,0.0,0.001052,0.988045,0.865093,0.908268,0.959161,0.915014,0.666751,0.296511
products_data.csv|__unknown__|seller_id:45194||products_data.csv|__unknown__|seller_id:555601,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:45194,products_data.csv|__unknown__|seller_id:555601,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.142731,0.711704,673,673,0.172619,0.15625,0.10119,0.063988,0.099703,0.214286,0.0,0.0,0.0,0.078869,1.0,24.99,2.5,22.5,0.027894,0.023988,0.0,0.0,0.0,0.004673,0.974305,0.838889,0.893725,0.938816,0.593161,0.720343,0.548075
products_data.csv|__unknown__|seller_id:531338||products_data.csv|__unknown__|seller_id:627339,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:531338,products_data.csv|__unknown__|seller_id:627339,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.583333,0.0,0.583333,0.583333,0,0,0.0,0.0,0,0,0,2,0.15925,0.658115,673,673,0.172619,0.145833,0.038691,0.59375,0.328869,0.113095,0.0,0.0,0.0,0.166667,1.0,180.0,1.0,1219.5,0.102221,0.049298,0.0,0.0,0.0,0.018346,0.979684,0.827222,0.91445,0.858528,0.682857,0.681208,0.310737
products_data.csv|__unknown__|seller_id:597859||products_data.csv|__unknown__|seller_id:603119,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:597859,products_data.csv|__unknown__|seller_id:603119,__unknown__,__unknown__,1,1,low,pending,,0.0,0,0,0,0,0,0,0,0,0,0.25,0.727273,0.727273,0.477273,0,0,0.0,0.0,0,0,0,2,0.139276,0.715909,673,673,0.0,0.019345,0.110119,0.011905,0.017857,0.035714,0.0,0.0,0.0,0.008929,0.0,100.0,2.0,227.0,0.028329,0.044039,0.0,0.0,0.0,0.000359,0.984251,0.849867,0.936924,0.965781,0.938133,0.678143,0.013968
products_data.csv|__unknown__|seller_id:19453||products_data.csv|__unknown__|seller_id:69770,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:19453,products_data.csv|__unknown__|seller_id:69770,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.128609,0.747342,673,673,0.0,0.739583,0.284226,0.0,0.0,0.248512,0.0,0.0,0.0,0.0,0.0,17687.74,5.0,0.0,0.0,0.02193,0.0,0.0,0.0,0.0,0.974699,0.857181,0.900853,0.923864,0.853108,0.522835,0.41301
products_data.csv|__unknown__|seller_id:540849||products_data.csv|__unknown__|seller_id:544586,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:540849,products_data.csv|__unknown__|seller_id:544586,__unknown__,__unknown__,1,1,low,pending,,0.333333,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.168443,0.624928,673,673,0.072917,0.055059,0.224703,0.269345,0.063988,0.168155,0.0,0.0,0.049107,0.360119,1.0,25.0,3.5,77.0,0.010539,0.017037,0.0,0.0,0.166667,0.037106,0.93667,0.874646,0.898499,0.909745,0.693926,0.67227,0.052061
products_data.csv|__unknown__|seller_id:529130||products_data.csv|__unknown__|seller_id:700061,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:529130,products_data.csv|__unknown__|seller_id:700061,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.5,0.25,0.5,0.25,0,0,0.0,0.0,0,0,0,2,0.120413,0.763722,673,673,0.172619,0.029762,0.409226,0.034226,0.065476,0.013393,0.0,0.0,0.0,0.235119,1.0,190.0,9.5,920.0,0.105588,0.006315,0.0,0.0,0.0,0.018324,0.9946,0.94128,0.94633,0.96054,0.983613,0.906991,0.279735
products_data.csv|__unknown__|seller_id:30589||products_data.csv|__unknown__|seller_id:6639,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:30589,products_data.csv|__unknown__|seller_id:6639,__unknown__,__unknown__,1,1,low,pending,,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.145162,0.685823,673,673,0.0,0.002977,0.488095,0.0,0.311012,0.662202,0.0,0.0,0.0,0.616071,0.0,0.18,10.0,0.0,0.038462,0.086538,0.0,0.0,0.0,0.083333,0.970729,0.77252,0.859771,0.886471,0.71901,0.55278,0.019225
products_data.csv|__unknown__|seller_id:486115||products_data.csv|__unknown__|seller_id:54733,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:486115,products_data.csv|__unknown__|seller_id:54733,__unknown__,__unknown__,1,1,low,pending,,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.141836,0.695583,673,673,0.0,0.014881,0.805059,0.154762,0.1875,0.59375,0.0,0.0,0.0,0.425595,0.0,2.69,24.0,44.0,0.025,0.069444,0.0,0.0,0.0,0.036765,0.972608,0.750277,0.860933,0.893506,0.612044,0.602589,0.006737
products_data.csv|__unknown__|seller_id:129285||products_data.csv|__unknown__|seller_id:601436,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:129285,products_data.csv|__unknown__|seller_id:601436,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.155208,0.653506,673,673,0.245536,0.0625,0.453869,0.050595,0.254464,0.032738,0.0,0.0,0.0,0.330358,2.0,2.0,9.0,26.0,0.028358,0.010804,0.0,0.0,0.0,0.066124,0.962255,0.798708,0.890877,0.83688,0.622775,0.655754,0.084345
products_data.csv|__unknown__|seller_id:529130||products_data.csv|__unknown__|seller_id:597859,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:529130,products_data.csv|__unknown__|seller_id:597859,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.5,0.25,0.5,0.25,0,0,0.0,0.0,0,0,0,2,0.139396,0.694632,673,673,0.172619,0.05506,0.361607,0.041667,0.066964,0.020834,0.0,0.0,0.0,0.21875,1.0,590.0,8.5,961.0,0.106951,0.008177,0.0,0.0,0.0,0.016706,0.992046,0.930342,0.957414,0.962055,0.95419,0.914461,0.256817
products_data.csv|__unknown__|seller_id:680411||products_data.csv|__unknown__|seller_id:752509,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:680411,products_data.csv|__unknown__|seller_id:752509,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.174114,0.584286,673,673,0.272321,0.21875,0.340774,0.644346,0.21131,0.099703,0.0,0.0,0.0,0.15625,3.0,7.4,7.5,1236.0,0.070807,0.063132,0.0,0.0,0.0,0.009951,0.985062,0.928872,0.946318,0.964875,0.943268,0.650891,0.288064
products_data.csv|__unknown__|seller_id:592705||products_data.csv|__unknown__|seller_id:682462,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:592705,products_data.csv|__unknown__|seller_id:682462,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.128197,0.719799,673,673,0.0,0.644346,0.622024,0.776786,0.020833,0.324405,0.0,0.0,0.0,0.397322,0.0,94.0,13.0,501.0,0.003992,0.18596,0.0,0.0,0.0,0.072707,0.958969,0.862818,0.915496,0.812351,0.553583,0.64313,0.685918
products_data.csv|__unknown__|seller_id:466023||products_data.csv|__unknown__|seller_id:72967,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:466023,products_data.csv|__unknown__|seller_id:72967,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.128935,0.713278,673,673,0.172619,0.181548,0.0,0.068453,0.186012,0.043155,0.0,0.0,0.0,0.474703,1.0,7.9,0.0,69.5,0.020589,0.003849,0.0,0.0,0.0,0.044534,0.984322,0.863735,0.908773,0.908617,0.583398,0.782122,0.093817
products_data.csv|__unknown__|seller_id:72967||products_data.csv|__unknown__|seller_id:92214,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:72967,products_data.csv|__unknown__|seller_id:92214,__unknown__,__unknown__,1,1,low,pending,,0.5,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0.1864,0.540606,673,673,0.172619,0.102678,0.053571,0.300595,0.252976,0.066965,0.0,0.0,0.886905,0.511905,1.0,2.7,1.0,190.5,0.041452,0.006401,0.0,0.0,0.5,0.047297,0.989523,0.900116,0.932132,0.899451,0.715772,0.837587,0.402688
products_data.csv|__unknown__|seller_id:534025||products_data.csv|__unknown__|seller_id:603119,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:534025,products_data.csv|__unknown__|seller_id:603119,__unknown__,__unknown__,1,1,low,pending,,0.0,0,0,0,0,0,0,0,0,0,0.25,0.727273,0.727273,0.477273,0,0,0.0,0.0,0,0,0,1,0.186118,0.540184,673,673,0.0,0.105655,0.221726,0.017857,0.023809,0.028274,0.0,0.0,0.0,0.056548,0.0,800.0,4.0,259.0,0.032982,0.041926,0.0,0.0,0.0,0.003619,0.986167,0.873916,0.938355,0.973457,0.975703,0.665189,0.006043
products_data.csv|__unknown__|seller_id:523216||products_data.csv|__unknown__|seller_id:528952,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:523216,products_data.csv|__unknown__|seller_id:528952,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.166667,0.416667,0.416667,0.25,0,0,0.0,0.0,0,0,0,2,0.120026,0.738151,673,673,0.0,0.366071,0.254464,0.055059,0.029762,0.069941,0.0,0.0,0.0,0.196428,0.0,1255.0,5.5,1209.5,0.06317,0.056081,0.0,0.0,0.0,0.014605,0.99429,0.899407,0.94881,0.946777,0.967207,0.741799,0.107885
products_data.csv|__unknown__|seller_id:528952||products_data.csv|__unknown__|seller_id:548666,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:528952,products_data.csv|__unknown__|seller_id:548666,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.416667,0.727273,0.727273,0.310606,0,26.58003,0.0,5.316006,5,0,0,2,0.132164,0.698788,673,673,0.172619,0.142857,0.174107,0.005953,0.001488,0.011904,0.0,0.0,0.0,0.069941,1.0,55.0,3.5,131.5,0.006865,0.024118,0.0,0.0,0.0,0.003714,0.994056,0.921219,0.959623,0.971024,0.982898,0.921405,0.148237
