evidence_uid,source_dataset,pgp_id_raw,alias_raw,alias_normalized,fingerprint_short_raw,fingerprint_raw,fingerprint_short_normalized,fingerprint_raw_normalized,vendor_ids_raw,vendor_id_count,user_hash_raw,review_count_raw,star_rate_raw
3z669jwe|pgp:13160,3z669jwe.sql,13160,ukwhite(2),ukwhite(2),0x37FD1F600918F49A,89FAC9CD49468BD436D83A4337FD1F600918F49A,0x37FD1F600918F49A,89FAC9CD49468BD436D83A4337FD1F600918F49A,"24926,12181,27030,22992",4,,0,0.00
3z669jwe|pgp:13161,3z669jwe.sql,13161,SuperFleks,superfleks,0x8E3203214857CB13,D05F2C300A87C58283EDAFC08E3203214857CB13,0x8E3203214857CB13,D05F2C300A87C58283EDAFC08E3203214857CB13,"24932,27469,26390",3,b4d8c8a15158f3ed,0,0.00
3z669jwe|pgp:13162,3z669jwe.sql,13162,RealBerlinHaze,realberlinhaze,0x1CEFC4F76AD1FE1A,BE42C9A60E378BA67C5FDF8E1CEFC4F76AD1FE1A,0x1CEFC4F76AD1FE1A,BE42C9A60E378BA67C5FDF8E1CEFC4F76AD1FE1A,"26086,22986",2,,0,0.00
3z669jwe|pgp:13163,3z669jwe.sql,13163,damdev,damdev,0x72702BAC765362C4,42D1FDABD252F9D2E373358172702BAC765362C4,0x72702BAC765362C4,42D1FDABD252F9D2E373358172702BAC765362C4,"25789,16872",2,,0,0.00
3z669jwe|pgp:13165,3z669jwe.sql,13165,z0mbie666(2),z0mbie666(2),0x1599C4A6F76B028C,1A5DF4D217C960B643F350261599C4A6F76B028C,0x1599C4A6F76B028C,1A5DF4D217C960B643F350261599C4A6F76B028C,26801,1,8db0c424a263244d,1,100.00
3z669jwe|pgp:13166,3z669jwe.sql,13166,PLUpharma,plupharma,0x3E51E71260E32C3F,CC2FB54E6E428E36ADE7A6613E51E71260E32C3F,0x3E51E71260E32C3F,CC2FB54E6E428E36ADE7A6613E51E71260E32C3F,"25697,24204,20788",3,94f8585af6bd973a,0,0.00
3z669jwe|pgp:13167,3z669jwe.sql,13167,addyGIRL(2),addygirl(2),0x2A96EB32465EDFE5,2CB28DA58202CF3B018B64722A96EB32465EDFE5,0x2A96EB32465EDFE5,2CB28DA58202CF3B018B64722A96EB32465EDFE5,"24952,26760,26796,27810,35110",5,19296e0ea6c7c169,0,0.00
3z669jwe|pgp:13168,3z669jwe.sql,13168,junkiejesus,junkiejesus,0xAEAB7C0A724912F3,889FED07FF5A7DE274DB83F5AEAB7C0A724912F3,0xAEAB7C0A724912F3,889FED07FF5A7DE274DB83F5AEAB7C0A724912F3,"24954,22104,29444",3,9f53e0a91b21be6d,0,0.00
3z669jwe|pgp:13170,3z669jwe.sql,13170,cirtol,cirtol,0x019F16FED4D010A9,A0BD1BF5E120081AEB3680F5019F16FED4D010A9,0x019F16FED4D010A9,A0BD1BF5E120081AEB3680F5019F16FED4D010A9,"24962,22978,24163,31936",4,,0,0.00
3z669jwe|pgp:13171,3z669jwe.sql,13171,cityshipping,cityshipping,0xB3957A4572235454,F5C111BFF84D1CD0EE66D25EB3957A4572235454,0xB3957A4572235454,F5C111BFF84D1CD0EE66D25EB3957A4572235454,"26523,26647,28811,29146",4,,0,0.00
3z669jwe|pgp:13172,3z669jwe.sql,13172,datacrbtho,datacrbtho,0x7AB16A6FAEAEE0E4,94C1BD9B11DE316E08CC39C77AB16A6FAEAEE0E4,0x7AB16A6FAEAEE0E4,94C1BD9B11DE316E08CC39C77AB16A6FAEAEE0E4,"23748,23733",2,,0,0.00
3z669jwe|pgp:13173,3z669jwe.sql,13173,green_usa,green_usa,0x85EFBC43D4FF9F29,75E04ED6AFA5D472DCCD8FED85EFBC43D4FF9F29,0x85EFBC43D4FF9F29,75E04ED6AFA5D472DCCD8FED85EFBC43D4FF9F29,"22862,37281",2,4666accd47c9b8ba,1,100.00
3z669jwe|pgp:13174,3z669jwe.sql,13174,empathogene(2),empathogene(2),0xBAB02CC0EF1BBBB0,9ADA1D145A7837F2F8FF0A0BBAB02CC0EF1BBBB0,0xBAB02CC0EF1BBBB0,9ADA1D145A7837F2F8FF0A0BBAB02CC0EF1BBBB0,"22880,32944",2,ede37647cc095b33,1,100.00
3z669jwe|pgp:13175,3z669jwe.sql,13175,happygarden,happygarden,0x1393B8918578235A,8B4388D99F025A68096DAAA01393B8918578235A,0x1393B8918578235A,8B4388D99F025A68096DAAA01393B8918578235A,"24969,27415,33805,38461",4,,1,100.00
3z669jwe|pgp:13176,3z669jwe.sql,13176,doctoracab(2),doctoracab(2),0xBAA4F4F3F0C20747,83A9B2D6CC5F55745652A17CBAA4F4F3F0C20747,0xBAA4F4F3F0C20747,83A9B2D6CC5F55745652A17CBAA4F4F3F0C20747,"24970,26489,32554",3,,0,0.00
3z669jwe|pgp:13177,3z669jwe.sql,13177,StreetWeed,streetweed,0xBC69E69325E99E04,492C8D19BB06637CFB61DFA2BC69E69325E99E04,0xBC69E69325E99E04,492C8D19BB06637CFB61DFA2BC69E69325E99E04,"24978,37270",2,71121f8996fb6630,1,100.00
3z669jwe|pgp:13178,3z669jwe.sql,13178,DreamDoctor,dreamdoctor,0x2D65C63283270D6B,10CFB5EA77E50605E46C47F82D65C63283270D6B,0x2D65C63283270D6B,10CFB5EA77E50605E46C47F82D65C63283270D6B,"24980,24446,33784",3,b8eb08b3d3f3bc45,1,100.00
3z669jwe|pgp:13180,3z669jwe.sql,13180,AllHoursOpen(2),allhoursopen(2),0xD87A8116D515113E,B6005FAC07E66C404252BCDFD87A8116D515113E,0xD87A8116D515113E,B6005FAC07E66C404252BCDFD87A8116D515113E,"25004,21867,20097,28222",4,b00d01f3215b5e92,0,0.00
3z669jwe|pgp:13181,3z669jwe.sql,13181,AlbertHoffman1943(2),alberthoffman1943(2),0xEAC8E3F0FBB56E72,AE3C8DFBCD084C143266E3E0EAC8E3F0FBB56E72,0xEAC8E3F0FBB56E72,AE3C8DFBCD084C143266E3E0EAC8E3F0FBB56E72,"25009,18703",2,,1,60.00
3z669jwe|pgp:13182,3z669jwe.sql,13182,shine69,shine69,0xBA3F87091C319A82,D0E96FBCD00ED4CB224A5805BA3F87091C319A82,0xBA3F87091C319A82,D0E96FBCD00ED4CB224A5805BA3F87091C319A82,"25019,27496,27402,27414,18230,21190",6,,2,60.00
3z669jwe|pgp:13183,3z669jwe.sql,13183,EDRUGA(2),edruga(2),0x0D668C5619E57038,2F21F63AADFCF78045F723C20D668C5619E57038,0x0D668C5619E57038,2F21F63AADFCF78045F723C20D668C5619E57038,26093,1,,0,0.00
3z669jwe|pgp:13184,3z669jwe.sql,13184,mezzolin(2),mezzolin(2),0xF7B67DC52E224184,EB81CCEB5335454B9C48987AF7B67DC52E224184,0xF7B67DC52E224184,EB81CCEB5335454B9C48987AF7B67DC52E224184,26095,1,,0,0.00
3z669jwe|pgp:13186,3z669jwe.sql,13186,HQCC,hqcc,0x3F4EF52111A2E462,0FD15B6BE3880DF883378FBF3F4EF52111A2E462,0x3F4EF52111A2E462,0FD15B6BE3880DF883378FBF3F4EF52111A2E462,22845,1,,0,0.00
3z669jwe|pgp:13187,3z669jwe.sql,13187,dicki,dicki,0x17D3587DE0D5CA57,F979E88A08C533CBCACF76A917D3587DE0D5CA57,0x17D3587DE0D5CA57,F979E88A08C533CBCACF76A917D3587DE0D5CA57,22888,1,,0,0.00
3z669jwe|pgp:13188,3z669jwe.sql,13188,princessmolly(2),princessmolly(2),0x43FCFAA636CBE606,960DAAB389461340AB155CC343FCFAA636CBE606,0x43FCFAA636CBE606,960DAAB389461340AB155CC343FCFAA636CBE606,"25052,21288",2,,0,0.00
3z669jwe|pgp:13190,3z669jwe.sql,13190,menofmany,menofmany,0xE71A2DCC12DDA54E,CD07ED5EFD124D16ACEC5FEDE71A2DCC12DDA54E,0xE71A2DCC12DDA54E,CD07ED5EFD124D16ACEC5FEDE71A2DCC12DDA54E,"25073,22408",2,d7da05f5001dbb3f,0,0.00
3z669jwe|pgp:13191,3z669jwe.sql,13191,hotchick,hotchick,0x29F85039C2917ACD,6EE20B6BE1EDD0D741C9DF3729F85039C2917ACD,0x29F85039C2917ACD,6EE20B6BE1EDD0D741C9DF3729F85039C2917ACD,22975,1,,0,0.00
3z669jwe|pgp:13192,3z669jwe.sql,13192,RosaParks,rosaparks,0xF43D6E2A9EB627DB,B87BCC8C67EC5844E6E73A55F43D6E2A9EB627DB,0xF43D6E2A9EB627DB,B87BCC8C67EC5844E6E73A55F43D6E2A9EB627DB,22829,1,,0,0.00
3z669jwe|pgp:13193,3z669jwe.sql,13193,goldenglory,goldenglory,0x971572AABD713E6B,7D7549FD05BC55B05B4BEEFB971572AABD713E6B,0x971572AABD713E6B,7D7549FD05BC55B05B4BEEFB971572AABD713E6B,"25105,27008,27611,34622,41862",5,e80838fbef8ea83b,0,0.00
3z669jwe|pgp:13194,3z669jwe.sql,13194,The_Collective(2),the_collective(2),0x8A94F40C98FFD3BB,56EE13DF538B3FAC9597AEE58A94F40C98FFD3BB,0x8A94F40C98FFD3BB,56EE13DF538B3FAC9597AEE58A94F40C98FFD3BB,"22881,18387,40841",3,07c8aba3c3889366,0,0.00
3z669jwe|pgp:13195,3z669jwe.sql,13195,ScanPost,scanpost,0xF5CF6235CE43E729,0C589C51EEACFEFC2CA45C5AF5CF6235CE43E729,0xF5CF6235CE43E729,0C589C51EEACFEFC2CA45C5AF5CF6235CE43E729,22913,1,,0,0.00
3z669jwe|pgp:13196,3z669jwe.sql,13196,PantyRaiders,pantyraiders,0x58549291C58D26E7,8924D1210B8848A294F3A20058549291C58D26E7,0x58549291C58D26E7,8924D1210B8848A294F3A20058549291C58D26E7,22930,1,003e973ba850514f,0,0.00
3z669jwe|pgp:13197,3z669jwe.sql,13197,UberNbome,ubernbome,0x9FD3D47B021577E0,5BAB65D32F7DED6F5B6413719FD3D47B021577E0,0x9FD3D47B021577E0,5BAB65D32F7DED6F5B6413719FD3D47B021577E0,22931,1,871a6f8cfc7e4ca9,0,0.00
3z669jwe|pgp:13198,3z669jwe.sql,13198,ThePharmacy(2),thepharmacy(2),0x522B15F2768CE1F9,4C4500CEDBE50D9531C48139522B15F2768CE1F9,0x522B15F2768CE1F9,4C4500CEDBE50D9531C48139522B15F2768CE1F9,22928,1,,0,0.00
3z669jwe|pgp:13199,3z669jwe.sql,13199,L0ckharte,l0ckharte,0x5D2228AA6E12F01F,DBBE220CD0D639C35477ECA05D2228AA6E12F01F,0x5D2228AA6E12F01F,DBBE220CD0D639C35477ECA05D2228AA6E12F01F,"22944,12019,37010",3,e5a3b228328d0d1c,1,100.00
3z669jwe|pgp:13200,3z669jwe.sql,13200,DutchBreakingBad020,dutchbreakingbad020,0xFCE5FBEFE18EA325,D4D267ACD309ABD0DE846073FCE5FBEFE18EA325,0xFCE5FBEFE18EA325,D4D267ACD309ABD0DE846073FCE5FBEFE18EA325,"25118,19860",2,,0,0.00
3z669jwe|pgp:13201,3z669jwe.sql,13201,ontheroad,ontheroad,0x3C942959D97ADB79,04B6C1DB0DE4022A3541FD823C942959D97ADB79,0x3C942959D97ADB79,04B6C1DB0DE4022A3541FD823C942959D97ADB79,25119,1,95095efd12a93afc,0,0.00
3z669jwe|pgp:13202,3z669jwe.sql,13202,SugarShop,sugarshop,0x9E2912D9EA7B34A0,B6149636B0CF184D6F8CF9F09E2912D9EA7B34A0,0x9E2912D9EA7B34A0,B6149636B0CF184D6F8CF9F09E2912D9EA7B34A0,"26370,26482",2,,0,0.00
3z669jwe|pgp:13203,3z669jwe.sql,13203,jokern,jokern,0xB5CEBD64DEFFCFFD,6B35594FE0D77EAAB232FC85B5CEBD64DEFFCFFD,0xB5CEBD64DEFFCFFD,6B35594FE0D77EAAB232FC85B5CEBD64DEFFCFFD,"33895,25129",2,,0,0.00
3z669jwe|pgp:13204,3z669jwe.sql,13204,RealCaliconnect,realcaliconnect,0x13FE348E03BC9201,C211958770AA387C9DC20B2613FE348E03BC9201,0x13FE348E03BC9201,C211958770AA387C9DC20B2613FE348E03BC9201,"25132,37698",2,,0,0.00
3z669jwe|pgp:13205,3z669jwe.sql,13205,akass,akass,0xC743C576544D124E,F3A1644DD14F3844925240EDC743C576544D124E,0xC743C576544D124E,F3A1644DD14F3844925240EDC743C576544D124E,"25280,37288",2,,0,0.00
3z669jwe|pgp:13206,3z669jwe.sql,13206,amsterdam2015,amsterdam2015,0x4B7D9C2E557BD62B,44C0D19BD38FF6781E07DD104B7D9C2E557BD62B,0x4B7D9C2E557BD62B,44C0D19BD38FF6781E07DD104B7D9C2E557BD62B,"26102,22064,20424,28443,28637,37645",6,,1,100.00
3z669jwe|pgp:13207,3z669jwe.sql,13207,heizzenberg(2),heizzenberg(2),0x597C4D13A9A4618D,0F185E67B01275366008D9C9597C4D13A9A4618D,0x597C4D13A9A4618D,0F185E67B01275366008D9C9597C4D13A9A4618D,25150,1,,0,0.00
3z669jwe|pgp:13208,3z669jwe.sql,13208,premier_pharma_uk,premier_pharma_uk,0xBAAD07879CD7D3B1,0EF7EDC5BCEABE1A490E12D3BAAD07879CD7D3B1,0xBAAD07879CD7D3B1,0EF7EDC5BCEABE1A490E12D3BAAD07879CD7D3B1,"25153,23500",2,,0,0.00
3z669jwe|pgp:13210,3z669jwe.sql,13210,RedCrossMedCare,redcrossmedcare,0x6A3435FCBB20E201,6FF9A8C97CD64A7A52CD91E16A3435FCBB20E201,0x6A3435FCBB20E201,6FF9A8C97CD64A7A52CD91E16A3435FCBB20E201,22948,1,,0,0.00
3z669jwe|pgp:13211,3z669jwe.sql,13211,OllieNorth,ollienorth,0x195BE398D4AFB473,9084BAC5F8F52480656CC4BA195BE398D4AFB473,0x195BE398D4AFB473,9084BAC5F8F52480656CC4BA195BE398D4AFB473,22969,1,,0,0.00
3z669jwe|pgp:13212,3z669jwe.sql,13212,SycoPharma(2),sycopharma(2),0x4FB6FCE81CBDA211,386558CDFEE7601DEABBA48A4FB6FCE81CBDA211,0x4FB6FCE81CBDA211,386558CDFEE7601DEABBA48A4FB6FCE81CBDA211,25172,1,,0,0.00
3z669jwe|pgp:13215,3z669jwe.sql,13215,Kingpins,kingpins,0x5C5756AC117E28A3,0622EEEEC16C6A8048DFDA735C5756AC117E28A3,0x5C5756AC117E28A3,0622EEEEC16C6A8048DFDA735C5756AC117E28A3,"25181,26848,33351",3,,0,0.00
3z669jwe|pgp:13216,3z669jwe.sql,13216,vessel,vessel,0xA9EF55E0EE951ECD,AFA44E7D54D255722334A6F1A9EF55E0EE951ECD,0xA9EF55E0EE951ECD,AFA44E7D54D255722334A6F1A9EF55E0EE951ECD,"25191,27220,31738",3,d9ca78c07c3fe8fc,0,0.00
3z669jwe|pgp:13217,3z669jwe.sql,13217,TooCeeBeeKing,tooceebeeking,0xF168443FFEA3C378,F31A43FFD2F34894DBD41B35F168443FFEA3C378,0xF168443FFEA3C378,F31A43FFD2F34894DBD41B35F168443FFEA3C378,25195,1,,0,0.00
3z669jwe|pgp:13218,3z669jwe.sql,13218,only2thestates,only2thestates,0x18ADA4739A7262E0,5C19544BCFDD30B4A92AA52818ADA4739A7262E0,0x18ADA4739A7262E0,5C19544BCFDD30B4A92AA52818ADA4739A7262E0,25199,1,,0,0.00
3z669jwe|pgp:13219,3z669jwe.sql,13219,COPSWONTBUSTU,copswontbustu,0xB3AB5F3BB8646CBF,E9B6834A2D89075E39E9C457B3AB5F3BB8646CBF,0xB3AB5F3BB8646CBF,E9B6834A2D89075E39E9C457B3AB5F3BB8646CBF,"25275,23652,29844,29961",4,,0,0.00
3z669jwe|pgp:13220,3z669jwe.sql,13220,Saharah,saharah,0x88F2E4901232CC80,AE89EA871DCCA1B67C27A54D88F2E4901232CC80,0x88F2E4901232CC80,AE89EA871DCCA1B67C27A54D88F2E4901232CC80,"25202,23427",2,,0,0.00
3z669jwe|pgp:13221,3z669jwe.sql,13221,MissMolly1,missmolly1,0x5D1FCE202E556757,8B6610742E7303F48ECCEB655D1FCE202E556757,0x5D1FCE202E556757,8B6610742E7303F48ECCEB655D1FCE202E556757,"25209,20888",2,,0,0.00
3z669jwe|pgp:13223,3z669jwe.sql,13223,Mr.Cigar,mr.cigar,0x6C03246F8981C44B,61A5B7D0DF80108FC66E79EB6C03246F8981C44B,0x6C03246F8981C44B,61A5B7D0DF80108FC66E79EB6C03246F8981C44B,"25218,18451",2,,0,0.00
3z669jwe|pgp:13224,3z669jwe.sql,13224,primeled(2),primeled(2),0x93C927439C39A0F0,4069F110F1A728C64C4964D393C927439C39A0F0,0x93C927439C39A0F0,4069F110F1A728C64C4964D393C927439C39A0F0,23703,1,8e00638889afa751,0,0.00
3z669jwe|pgp:13225,3z669jwe.sql,13225,Medicine-Man,medicine-man,0x60C5286BB20E42E4,ED70DF02E550A51FE7841B2060C5286BB20E42E4,0x60C5286BB20E42E4,ED70DF02E550A51FE7841B2060C5286BB20E42E4,25232,1,,0,0.00
3z669jwe|pgp:13226,3z669jwe.sql,13226,IDontKnowDidYouTryRe,idontknowdidyoutryre,0x408FF5DBA4497457,D677F5EF4B485E0C73A6A396408FF5DBA4497457,0x408FF5DBA4497457,D677F5EF4B485E0C73A6A396408FF5DBA4497457,22935,1,,0,0.00
3z669jwe|pgp:13227,3z669jwe.sql,13227,CaliCannabisClub(2),calicannabisclub(2),0x7DA61B7A6CAC41A7,249E43012BDFEC5020EA9A577DA61B7A6CAC41A7,0x7DA61B7A6CAC41A7,249E43012BDFEC5020EA9A577DA61B7A6CAC41A7,"26418,23662",2,,0,0.00
3z669jwe|pgp:13228,3z669jwe.sql,13228,parrot-fish,parrot-fish,0x6AA18B50186B71DF,99EB7A9B7505ACC9C783D7F96AA18B50186B71DF,0x6AA18B50186B71DF,99EB7A9B7505ACC9C783D7F96AA18B50186B71DF,25243,1,,0,0.00
3z669jwe|pgp:13230,3z669jwe.sql,13230,OneManShow,onemanshow,0xEDD3332588BE3238,B3FB8F10DC6B5F9C23FBEABCEDD3332588BE3238,0xEDD3332588BE3238,B3FB8F10DC6B5F9C23FBEABCEDD3332588BE3238,"25107,22665",2,,0,0.00
3z669jwe|pgp:13231,3z669jwe.sql,13231,weedseeds1,weedseeds1,0x3F084152F4428F9C,53DFE4140F6B68B633A86FC13F084152F4428F9C,0x3F084152F4428F9C,53DFE4140F6B68B633A86FC13F084152F4428F9C,22761,1,,0,0.00
3z669jwe|pgp:13232,3z669jwe.sql,13232,DutchSnow,dutchsnow,0x208D5980297CCC8C,D3FE160F32EFABB40F15BCD1208D5980297CCC8C,0x208D5980297CCC8C,D3FE160F32EFABB40F15BCD1208D5980297CCC8C,"25246,22070,24067",3,b09a1aff210932ab,0,0.00
3z669jwe|pgp:13233,3z669jwe.sql,13233,drugsquality,drugsquality,0x59E0B41A278BDC0E,729C20D1EF35280327F5CC9A59E0B41A278BDC0E,0x59E0B41A278BDC0E,729C20D1EF35280327F5CC9A59E0B41A278BDC0E,"26629,22508,37244",3,,0,0.00
3z669jwe|pgp:13234,3z669jwe.sql,13234,medicus,medicus,0x6CB006B5F80324D9,054D2A81A6AA73F4F9B9B1E86CB006B5F80324D9,0x6CB006B5F80324D9,054D2A81A6AA73F4F9B9B1E86CB006B5F80324D9,"25248,21175,32659",3,d0436f57e43f5979,0,0.00
3z669jwe|pgp:13235,3z669jwe.sql,13235,Foreigner(2),foreigner(2),0xA583FF7A2080DD8C,D190AA532A9F9AB826DBC333A583FF7A2080DD8C,0xA583FF7A2080DD8C,D190AA532A9F9AB826DBC333A583FF7A2080DD8C,"27747,15801",2,,0,0.00
3z669jwe|pgp:13237,3z669jwe.sql,13237,cool_ridge,cool_ridge,0x0D6226D2EDEC63A9,75BFF5FE0B0583D8E98398610D6226D2EDEC63A9,0x0D6226D2EDEC63A9,75BFF5FE0B0583D8E98398610D6226D2EDEC63A9,"25255,23929,22630,30962",4,,0,0.00
3z669jwe|pgp:13239,3z669jwe.sql,13239,misternarco,misternarco,0xB0B77CB173CCF855,44E152F74CCF7B5CE12C30BDB0B77CB173CCF855,0xB0B77CB173CCF855,44E152F74CCF7B5CE12C30BDB0B77CB173CCF855,"25258,20677",2,abd2ab593197fc06,0,0.00
3z669jwe|pgp:13240,3z669jwe.sql,13240,YeOldeShoppe,yeoldeshoppe,0x7F4D0AAECC8657DB,C4D0743C8CF8AF384750729A7F4D0AAECC8657DB,0x7F4D0AAECC8657DB,C4D0743C8CF8AF384750729A7F4D0AAECC8657DB,"25276,24378,25301",3,,0,0.00
3z669jwe|pgp:13241,3z669jwe.sql,13241,2Infinity,2infinity,0x1889E6F1D96067E9,9B5F16C4EE1FD0ACC1AB20601889E6F1D96067E9,0x1889E6F1D96067E9,9B5F16C4EE1FD0ACC1AB20601889E6F1D96067E9,22982,1,,0,0.00
3z669jwe|pgp:13242,3z669jwe.sql,13242,PH1K3,ph1k3,0xA34933DB6EB7E2F6,E6317CE595942366AA3E6D46A34933DB6EB7E2F6,0xA34933DB6EB7E2F6,E6317CE595942366AA3E6D46A34933DB6EB7E2F6,22983,1,,0,0.00
3z669jwe|pgp:13243,3z669jwe.sql,13243,e5C7,e5c7,0x9FDC030AFFE07E21,E9515E191EB6ED3261129BAD9FDC030AFFE07E21,0x9FDC030AFFE07E21,E9515E191EB6ED3261129BAD9FDC030AFFE07E21,22985,1,,0,0.00
3z669jwe|pgp:13244,3z669jwe.sql,13244,MegaBudsUK(2),megabudsuk(2),0xB49D5DE296BDD14E,B0DC4898D29EC128BE21B35CB49D5DE296BDD14E,0xB49D5DE296BDD14E,B0DC4898D29EC128BE21B35CB49D5DE296BDD14E,"25579,16843",2,,0,0.00
3z669jwe|pgp:13245,3z669jwe.sql,13245,yellowbus,yellowbus,0x6494815E51996FE8,A82B0146AD7E0F638C0AC42D6494815E51996FE8,0x6494815E51996FE8,A82B0146AD7E0F638C0AC42D6494815E51996FE8,22987,1,,0,0.00
3z669jwe|pgp:13246,3z669jwe.sql,13246,TheDawg,thedawg,0xE550AC67FCFC781B,E81DCAA90D6733F89381497AE550AC67FCFC781B,0xE550AC67FCFC781B,E81DCAA90D6733F89381497AE550AC67FCFC781B,22991,1,,0,0.00
3z669jwe|pgp:13247,3z669jwe.sql,13247,DarkDesign,darkdesign,0x76CB57C1DA4B3E56,0B9F5D06D83BBA522B51D86F76CB57C1DA4B3E56,0x76CB57C1DA4B3E56,0B9F5D06D83BBA522B51D86F76CB57C1DA4B3E56,22996,1,,0,0.00
3z669jwe|pgp:13248,3z669jwe.sql,13248,TeamWynn,teamwynn,0x41A039AEFDD959DF,4FA030E1DD86D6B21781D2CB41A039AEFDD959DF,0x41A039AEFDD959DF,4FA030E1DD86D6B21781D2CB41A039AEFDD959DF,22997,1,,0,0.00
3z669jwe|pgp:13249,3z669jwe.sql,13249,wulzup,wulzup,0x2E9EBFABB8AFA51E,9565F7BF9430DE036801F6E92E9EBFABB8AFA51E,0x2E9EBFABB8AFA51E,9565F7BF9430DE036801F6E92E9EBFABB8AFA51E,22999,1,,0,0.00
3z669jwe|pgp:13250,3z669jwe.sql,13250,MoneySon,moneyson,0x2720A7B0A5677236,5C6B2927D3E8FD6EFB48B80C2720A7B0A5677236,0x2720A7B0A5677236,5C6B2927D3E8FD6EFB48B80C2720A7B0A5677236,23000,1,,0,0.00
3z669jwe|pgp:13251,3z669jwe.sql,13251,SkyzohKey,skyzohkey,0x5E61135BA7B91958,E425B86A86D718B6485E42A05E61135BA7B91958,0x5E61135BA7B91958,E425B86A86D718B6485E42A05E61135BA7B91958,23001,1,,0,0.00
3z669jwe|pgp:13253,3z669jwe.sql,13253,bigbugbunny,bigbugbunny,0xBC5242F718407490,C5AC30C2D7654BDFC7A6A2ECBC5242F718407490,0xBC5242F718407490,C5AC30C2D7654BDFC7A6A2ECBC5242F718407490,23005,1,,0,0.00
3z669jwe|pgp:13254,3z669jwe.sql,13254,ElChibaLaBuena,elchibalabuena,0x6FAFA65C6BB8D070,95FA12A2351C0B917C4306A46FAFA65C6BB8D070,0x6FAFA65C6BB8D070,95FA12A2351C0B917C4306A46FAFA65C6BB8D070,23009,1,,0,0.00
3z669jwe|pgp:13255,3z669jwe.sql,13255,skry,skry,0xB38B1A85F711B496,FFFD363D3CA8D1D17460EAF2B38B1A85F711B496,0xB38B1A85F711B496,FFFD363D3CA8D1D17460EAF2B38B1A85F711B496,23010,1,,0,0.00
3z669jwe|pgp:13256,3z669jwe.sql,13256,data01,data01,0x39C8717B175A64AC,9FFB000DAF713B61A34FC1D139C8717B175A64AC,0x39C8717B175A64AC,9FFB000DAF713B61A34FC1D139C8717B175A64AC,23011,1,,0,0.00
3z669jwe|pgp:13257,3z669jwe.sql,13257,narcos,narcos,0xDC5BE607180FCF7B,A3ECDED3543ED0BD4D6F4D7ADC5BE607180FCF7B,0xDC5BE607180FCF7B,A3ECDED3543ED0BD4D6F4D7ADC5BE607180FCF7B,23012,1,,0,0.00
3z669jwe|pgp:13258,3z669jwe.sql,13258,stash,stash,0xFD71FB176BC77678,A30D25700689B2E33C7DC24DFD71FB176BC77678,0xFD71FB176BC77678,A30D25700689B2E33C7DC24DFD71FB176BC77678,23013,1,,0,0.00
3z669jwe|pgp:13259,3z669jwe.sql,13259,vrsrl,vrsrl,0x18F9FB8F9359DC7F,D6853615A1D588632A037D7518F9FB8F9359DC7F,0x18F9FB8F9359DC7F,D6853615A1D588632A037D7518F9FB8F9359DC7F,"23014,28089",2,,0,0.00
3z669jwe|pgp:13260,3z669jwe.sql,13260,thegoldenmoth,thegoldenmoth,0xBE37F3E48280F43A,764B8BB4C7F9663B40E6A83FBE37F3E48280F43A,0xBE37F3E48280F43A,764B8BB4C7F9663B40E6A83FBE37F3E48280F43A,23016,1,,0,0.00
3z669jwe|pgp:13261,3z669jwe.sql,13261,Zanzibar,zanzibar,0xE8609923EDFD6456,52B67135C6E441A31F221A80E8609923EDFD6456,0xE8609923EDFD6456,52B67135C6E441A31F221A80E8609923EDFD6456,23017,1,,0,0.00
3z669jwe|pgp:13262,3z669jwe.sql,13262,emdema,emdema,0x89020AC3B2244C8F,A955E9D7D95A46D3D40EF94989020AC3B2244C8F,0x89020AC3B2244C8F,A955E9D7D95A46D3D40EF94989020AC3B2244C8F,37258,1,,0,0.00
3z669jwe|pgp:13263,3z669jwe.sql,13263,whiteghost,whiteghost,0x142E13B0F9546532,6649297A6F156992AEB08FA2142E13B0F9546532,0x142E13B0F9546532,6649297A6F156992AEB08FA2142E13B0F9546532,23021,1,,0,0.00
3z669jwe|pgp:13264,3z669jwe.sql,13264,Fakebook,fakebook,0x57CA836546B7250E,6C44B7AB97F33D524ECE0E0657CA836546B7250E,0x57CA836546B7250E,6C44B7AB97F33D524ECE0E0657CA836546B7250E,23022,1,,0,0.00
3z669jwe|pgp:13265,3z669jwe.sql,13265,DieselDawg,dieseldawg,0x7C1F4093369318E8,6F6CC3BA237994BFA02F7FB77C1F4093369318E8,0x7C1F4093369318E8,6F6CC3BA237994BFA02F7FB77C1F4093369318E8,"26237,34409",2,,0,0.00
3z669jwe|pgp:13266,3z669jwe.sql,13266,DelSystematic,delsystematic,0x731D50DCFC52CCE4,0DC8594578F428DCBE48090A731D50DCFC52CCE4,0x731D50DCFC52CCE4,0DC8594578F428DCBE48090A731D50DCFC52CCE4,"25322,22544",2,,0,0.00
3z669jwe|pgp:13267,3z669jwe.sql,13267,Utzkushe,utzkushe,0x45D4461734E80700,57866A263E1F4318E93AE27745D4461734E80700,0x45D4461734E80700,57866A263E1F4318E93AE27745D4461734E80700,23025,1,,0,0.00
3z669jwe|pgp:13268,3z669jwe.sql,13268,gregor,gregor,0xB7B1304E80FCC07E,956525A17574770C8ED8A914B7B1304E80FCC07E,0xB7B1304E80FCC07E,956525A17574770C8ED8A914B7B1304E80FCC07E,23026,1,,0,0.00
